編號,案件類型,發生日期,發生時段,發生地點,定位地點,lat,lon
508,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
509,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
510,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
511,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
512,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
513,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
514,住宅竊盜,1041024,07~09,台北市中正區南門里博愛路230巷1~30號,台北市中正區南門里博愛路230巷1號,25.0335506,121.5099803
515,住宅竊盜,1041026,10~12,台北市南港區聯成里忠孝東路六段278巷22弄1~30號,台北市南港區聯成里忠孝東路六段278巷22弄1號,25.0485255,121.5893943
516,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號,台北市中山區吉林路161巷1號,25.0590072,121.5309119
517,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號,台北市中山區吉林路161巷1號,25.0590072,121.5309119
518,住宅竊盜,1041027,10~12,台北市士林區聖山里忠誠路一段171巷10弄1~30號,台北市士林區聖山里忠誠路一段171巷10弄1號,25.1066735,121.5310248
519,住宅竊盜,1041027,22~24,台北市士林區福佳里文林路495巷1~30號,台北市士林區福佳里文林路495巷1號,25.096625,121.523969
520,住宅竊盜,1041029,07~09,台北市松山區民生東路五段69巷1弄31~60號,台北市松山區民生東路五段69巷1弄31號,25.0589659,121.5572107
521,住宅竊盜,1041030,10~12,台北市內湖區民權東路六段481~510號,台北市內湖區民權東路六段481號,25.072639,121.6051504
522,住宅竊盜,1041030,19~21,台北市中山區遼寧街185巷7弄1~30號,台北市中山區遼寧街185巷7弄1號,25.053548,121.543207
523,住宅竊盜,1041030,19~21,台北市信義區松友里虎林街241~270號,台北市信義區松友里虎林街241號,25.037196,121.577404
524,住宅竊盜,1041031,19~21,台北市中山區龍江路356巷1~30號,台北市中山區龍江路356巷1號,25.0658979,121.537716
525,住宅竊盜,1041101,07~09,台北市信義區和平東路三段631巷1~30號,台北市信義區和平東路三段631巷1號,25.011883,121.565623
526,住宅竊盜,1041103,22~24,台北市中山區堤頂大道二段451~480號,台北市中山區堤頂大道二段451號,25.0812893,121.5623369
527,住宅竊盜,1041103,22~24,台北市南港區東明里東明街61~90號,台北市南港區東明里東明街61號,25.0550865,121.6029915
528,住宅竊盜,1041104,10~12,台北市士林區平等里平菁街43巷16弄1~30號,台北市士林區平等里平菁街43巷16弄1號,25.1352243,121.5763766
529,住宅竊盜,1041105,10~12,台北市北投區承德路七段232巷1~30號,台北市北投區承德路七段232巷1號,25.11037,121.510769
530,住宅竊盜,1041107,04~06,台北市信義區興隆里逸仙路32巷1~30號,台北市信義區興隆里逸仙路32巷1號,25.0399443,121.5620678
531,住宅竊盜,1041109,16~18,台北市中山區雙城街32巷1~30號,台北市中山區雙城街32巷1號,25.066245,121.5239447
532,住宅竊盜,1041109,16~18,台北市內湖區樂康里24鄰安泰街1~30號,台北市內湖區樂康里24鄰安泰街1號,25.077485,121.6162131
533,住宅竊盜,1041109,22~24,台北市士林區明勝里承德路四段33巷1~30號,台北市士林區明勝里承德路四段33巷1號,25.0803889,121.523218
534,住宅竊盜,1041109,22~24,台北市南港區重陽路125巷1~30號,台北市南港區重陽路125巷1號,25.056634,121.5980993
535,住宅竊盜,1041111,10~12,台北市中山區南京東路三段48巷31~60號,台北市中山區南京東路三段48巷31號,25.053789,121.537809
536,住宅竊盜,1041111,13~15,台北市文山區興豐里5鄰興隆路一段241~270號,台北市文山區興豐里5鄰興隆路一段241號,24.999742,121.544058
537,住宅竊盜,1041112,19~21,台北市士林區天山里中山北路七段14巷31~60號,台北市士林區天山里中山北路七段14巷31號,25.1196515,121.5326007
538,住宅竊盜,1041112,19~21,台北市大同區保安里庫倫街31~60號,台北市大同區保安里庫倫街31號,25.0720319,121.5178353
539,住宅竊盜,1041113,10~12,台北市內湖區康寧路三段165巷25弄1~30號,台北市內湖區康寧路三段165巷25弄1號,25.0715028,121.6121792
540,住宅竊盜,1041114,22~24,台北市大安區延吉街241巷1~30號,台北市大安區延吉街241巷1號,25.0361782,121.556376
541,住宅竊盜,1041115,16~18,台北市文山區萬芳里028鄰萬美街1段19巷1~30號,台北市文山區萬芳里028鄰萬美街1段19巷1 號,25.0023732,121.5691887
542,住宅竊盜,1041115,19~21,台北市中山區中山北路二段93巷1~30號,台北市中山區中山北路二段93巷1號,25.0594195,121.5233012
543,住宅竊盜,1041116,01~03,台北市松山區南京東路五段251巷46弄1~30號,台北市松山區南京東路五段251巷46弄1號,25.0537829,121.5650655
544,住宅竊盜,1041116,07~09,台北市大安區龍泉里雲和街91~120號,台北市大安區龍泉里雲和街91號,25.023436,121.531101
545,住宅竊盜,1041116,13~15,台北市內湖區新明路298巷1~30號,台北市內湖區新明路298巷1號,25.0566396,121.5819566
546,住宅竊盜,1041116,13~15,台北市萬華區青年路31~60號,台北市萬華區青年路31號,25.0254958,121.5046556
547,住宅竊盜,1041117,01~03,台北市中正區龍興里南海路61~90號,台北市中正區龍興里南海路61號,25.0306698,121.5096328
548,住宅竊盜,1041117,10~12,台北市南港區合成里忠孝東路六段271~300號,台北市南港區合成里忠孝東路六段271號,25.0496424,121.589797
549,住宅竊盜,1041117,19~21,台北市信義區泰和里吳興街583巷20弄1~30號,台北市信義區泰和里吳興街583巷20弄1號,25.022719,121.5697197
550,住宅竊盜,1041118,13~15,台北市中山區錦州街241巷1弄1~30號,台北市中山區錦州街241巷1弄1號,25.0607777,121.5338101
551,住宅竊盜,1041118,22~24,台北市中山區中山北路四段1~30號,台北市中山區中山北路四段1號,25.0786107,121.5262867
552,住宅竊盜,1041121,10~12,台北市中山區新生北路二段141巷1~30號,台北市中山區新生北路二段141巷1號,25.0615291,121.5295452
553,住宅竊盜,1041122,04~06,台北市大安區敦安里9鄰安和路一段102巷1~30號,台北市大安區敦安里9鄰安和路一段102巷1號,25.0343708,121.5520891
554,住宅竊盜,1041122,19~21,台北市文山區興得里15鄰興隆路三段112巷4弄1~30號,台北市文山區興得里15鄰興隆路三段112巷4弄1號,24.9985581,121.5569201
555,住宅竊盜,1041123,07~09,台北市內湖區麗山街393巷1~30號,台北市內湖區麗山街393巷1號,25.0817484,121.5726336
556,住宅竊盜,1041123,13~15,台北市松山區民生東路五段69巷1弄31~60號,台北市松山區民生東路五段69巷1弄31號,25.0589659,121.5572107
557,住宅竊盜,1041124,07~09,台北市士林區東山里德行東路393巷1~30號,台北市士林區東山里德行東路393巷1號,25.110975,121.540351
558,住宅竊盜,1041125,01~03,台北市內湖區五分里8鄰東湖路106巷7弄1~30號,台北市內湖區五分里8鄰東湖路106巷7弄1號,25.0680065,121.6150531
559,住宅竊盜,1041125,22~24,台北市中正區忠勤里南海路93巷1~30號,台北市中正區忠勤里南海路93巷1號,25.0288208,121.5082345
560,住宅竊盜,1041126,16~18,台北市中正區三愛里臨沂街69巷7弄1~30號,台北市中正區三愛里臨沂街69巷7弄1號,25.0358738,121.5285901
561,住宅竊盜,1041128,10~12,台北市內湖區民權東路六段180巷55弄1~30號,台北市內湖區民權東路六段180巷55弄1號,25.0708453,121.6064241
562,住宅竊盜,1041128,19~21,台北市大同區鄰江里18鄰重慶北路三段236巷31~60號,台北市大同區鄰江里18鄰重慶北路三段236巷31號,25.0706006,121.5126255
563,住宅竊盜,1041129,10~12,台北市士林區義信里2鄰大東路1~30號,台北市士林區義信里2鄰大東路1號,25.0865996,121.5253515
564,住宅竊盜,1041129,10~12,台北市松山區南京東路四段52巷1~30號,台北市松山區南京東路四段52巷1號,25.0511679,121.553694
565,住宅竊盜,1041129,19~21,台北市士林區天玉里天母北路4巷1~30號,台北市士林區天玉里天母北路4巷1號,25.1189123,121.5258418
566,住宅竊盜,1041130,10~12,台北市文山區興得里興隆路三段112巷4弄1~30號,台北市文山區興得里興隆路三段112巷4弄1號,24.9985581,121.5569201
567,住宅竊盜,1041201,07~09,台北市大同區揚雅里昌吉街61巷1~30號,台北市大同區揚雅里昌吉街61巷1號,25.0665102,121.5156422
568,住宅竊盜,1041201,10~12,台北市大安區黎元里安居街81巷1~30號,台北市大安區黎元里安居街81巷1號,25.0188595,121.5527243
569,住宅竊盜,1041201,22~24,台北市信義區國業里松山路540巷3弄31~60號,台北市信義區國業里松山路540巷3弄31 號,25.0367699,121.5779116
570,住宅竊盜,1041202,07~09,台北市中山區雙城街28巷1~30號,台北市中山區雙城街28巷1號,25.0659489,121.5238551
571,住宅竊盜,1041203,04~06,台北市內湖區民權東路六段121~150號,台北市內湖區民權東路六段121號,25.0691137,121.5927226
572,住宅竊盜,1041203,04~06,台北市北投區榮光里石牌路一段166巷61~90號,台北市北投區榮光里石牌路一段166巷61號,25.1130046,121.5145818
573,住宅竊盜,1041203,10~12,台北市中山區吉林路241~270號,台北市中山區吉林路241號,25.051276,121.5299271
574,住宅竊盜,1041203,10~12,台北市北投區湖山里湖底路1~30號,台北市北投區湖山里湖底路1號,25.1487172,121.5342696
575,住宅竊盜,1041204,10~12,台北市大安區光信里仁愛路四段301~330號,台北市大安區光信里仁愛路四段301號,25.0379216,121.5532869
576,住宅竊盜,1041204,10~12,台北市松山區南京東路五段361~390號,台北市松山區南京東路五段361號,25.0511457,121.5697491
577,住宅竊盜,1041205,22~24,台北市中山區新生北路二段41巷31~60號,台北市中山區新生北路二段41巷31號,25.0553858,121.5293891
578,住宅竊盜,1041206,07~09,台北市士林區福順里4鄰重慶北路四段61~90號,台北市士林區福順里4鄰重慶北路四段61號,25.0812539,121.512657
579,住宅竊盜,1041206,16~18,台北市士林區福志里忠勇街31~60號,台北市士林區福志里忠勇街31號,25.0981781,121.5335307
580,住宅竊盜,1041207,19~21,台北市松山區南京東路四段1~30號,台北市松山區南京東路四段1號,25.0519742,121.5495307
581,住宅竊盜,1041208,07~09,台北市大安區古風里泰順街1~30號,台北市大安區古風里泰順街1號,25.023026,121.531084
582,住宅竊盜,1041208,16~18,台北市士林區富光里葫蘆街47巷1~30號,台北市士林區富光里葫蘆街47巷1號,25.0799056,121.5091611
583,住宅竊盜,1041208,22~24,台北市文山區景仁里羅斯福路六段91~120號,台北市文山區景仁里羅斯福路六段91號,24.9984389,121.540649
584,住宅竊盜,1041209,07~09,台北市中正區林興里羅斯福路三段121~150號,台北市中正區林興里羅斯福路三段121號,25.0221362,121.5269189
585,住宅竊盜,1041209,13~15,台北市內湖區康樂街76巷1~30號,台北市內湖區康樂街76巷1號,25.0699338,121.6187723
586,住宅竊盜,1041210,16~18,台北市大安區正聲里光復南路346巷1~30號,台北市大安區正聲里光復南路346巷1號,25.0383958,121.5570509
587,住宅竊盜,1041211,07~09,台北市大安區昌隆里忠孝東路三段211~240號,台北市大安區昌隆里忠孝東路三段211號,25.041912,121.5395191
588,住宅竊盜,1041211,19~21,台北市大同區斯文里承德路三段91~120號,台北市大同區斯文里承德路三段91號,25.0662568,121.5185992
589,住宅竊盜,1041212,04~06,台北市中山區龍江路229巷1~30號,台北市中山區龍江路229巷1號,25.0574046,121.540758
590,住宅竊盜,1041212,04~06,台北市中山區龍江路229巷1~30號,台北市中山區龍江路229巷1號,25.0574046,121.540758
591,住宅竊盜,1041212,10~12,台北市士林區社子里社正路45巷29弄1~30號,台北市士林區社子里社正路45巷29弄1號,25.0902294,121.5095932
592,住宅竊盜,1041212,10~12,台北市松山區八德路三段12巷53弄1~30號,台北市松山區八德路三段12巷53弄1號,25.045819,121.5508299
593,住宅竊盜,1041213,22~24,台北市信義區永吉里中坡北路43巷1~30號,台北市信義區永吉里中坡北路43巷1號,25.045997,121.580344
594,住宅竊盜,1041214,16~18,台北市大安區群賢里和平東路三段1~30號,台北市大安區群賢里和平東路三段1號,25.024907,121.546758
595,住宅竊盜,1041215,07~09,台北市中山區民權東路二段113巷1弄1~30號,台北市中山區民權東路二段113巷1弄1號,25.0630922,121.5344611
596,住宅竊盜,1041215,22~24,台北市大安區仁愛里敦化南路一段270巷1~30號,台北市大安區仁愛里敦化南路一段270巷1號,25.0387787,121.5476784
597,住宅竊盜,1041216,10~12,台北市松山區南京東四段1~30號,台北市松山區南京東四段1號,25.0523346,121.5498337
598,住宅竊盜,1041216,13~15,台北市內湖區西湖里環山路一段59巷10弄1~30號,台北市內湖區西湖里環山路一段59巷10弄1號,25.0858659,121.5681607
599,住宅竊盜,1041217,13~15,台北市士林區福中里通河東街一段136巷1~30號,台北市士林區福中里通河東街一段136巷1號,25.0873499,121.516639
600,住宅竊盜,1041219,07~09,台北市中山區林森北路119巷1~30號,台北市中山區林森北路119巷1號,25.0508342,121.5252532
601,住宅竊盜,1041219,22~24,台北市士林區福順里重慶北路四段49巷15弄31~60號,台北市士林區福順里重慶北路四段49巷15弄31號,25.0815714,121.5113339
602,住宅竊盜,1041219,22~24,台北市中山區吉林路271~300號,台北市中山區吉林路271號,25.0622161,121.5304268
603,住宅竊盜,1041220,10~12,台北市松山區光復北路230巷31~60號,台北市松山區光復北路230巷31號,25.0559453,121.554227
604,住宅竊盜,1041220,10~12,台北市松山區健康路391~420號,台北市松山區健康路391號,25.054497,121.5687966
605,住宅竊盜,1041220,10~12,台北市北投區立農里立農街1段22巷2弄1~30號,台北市北投區立農里立農街1段22巷2弄1 號,25.1194741,121.5034388
606,住宅竊盜,1041220,16~18,台北市大安區黎孝里安居街46巷1~30號,台北市大安區黎孝里安居街46巷1號,25.0205418,121.5541122
607,住宅竊盜,1041220,19~21,台北市信義區松友里信義路六段76巷8弄1~30號,台北市信義區松友里信義路六段76巷8弄1號,25.034223,121.576891
