編號,案件類型,發生日期,發生時段,發生地點,定位地點,lat,lon
306,住宅竊盜,1040628,22~24,台北市中山區中山北路二段128巷6弄1~30號,台北市中山區中山北路二段128巷6弄1號,25.0616336,121.52223
307,住宅竊盜,1040628,22~24,台北市中山區林森北路391~420號,台北市中山區林森北路391號,25.0586807,121.5255331
308,住宅竊盜,1040630,22~24,台北市北投區林泉里新民路31~60號,台北市北投區林泉里新民路31號,25.1397433,121.5087699
309,住宅竊盜,1040701,07~09,台北市中正區羅斯福路三段91~120號,台北市中正區羅斯福路三段91號,25.02177,121.5267929
310,住宅竊盜,1040701,16~18,台北市中山區林森北路451~480號,台北市中山區林森北路451號,25.0605328,121.5255659
311,住宅竊盜,1040701,22~24,台北市中山區農安街28之1~30號,台北市中山區農安街28之1 號,25.0658145,121.5297097
312,住宅竊盜,1040702,19~21,台北市士林區菁山里菁山路99巷1~30號,台北市士林區菁山里菁山路99巷1號,25.148985,121.556961
313,住宅竊盜,1040703,01~03,台北市中山區民族東路512巷1~30號,台北市中山區民族東路512巷1號,25.0676789,121.542224
314,住宅竊盜,1040703,13~15,台北市內湖區康樂街201巷23弄1~30號,台北市內湖區康樂街201巷23弄1號,25.0756013,121.6224224
315,住宅竊盜,1040704,04~06,台北市信義區永吉里松山路91~120號,台北市信義區永吉里松山路91號,25.0330992,121.5818636
316,住宅竊盜,1040707,01~03,台北市萬華區西園路一段256巷1~30號,台北市萬華區西園路一段256巷1號,25.0338357,121.49971
317,住宅竊盜,1040707,07~09,台北市文山區樟文里辛亥路七段69巷1~30號,台北市文山區樟文里辛亥路七段69巷1號,24.9826284,121.5542226
318,住宅竊盜,1040707,19~21,台北市萬華區莒光路181~210號,台北市萬華區莒光路181號,25.031068,121.5023831
319,住宅竊盜,1040708,10~12,台北市文山區萬芳里萬美街一段19巷1~30號,台北市文山區萬芳里萬美街一段19巷1號,25.0023732,121.5691887
320,住宅竊盜,1040709,01~03,台北市中山區新生北路三段61~90號,台北市中山區新生北路三段61號,25.0659966,121.5280981
321,住宅竊盜,1040710,01~03,台北市中山區民族東路512巷10、1~30號,台北市中山區民族東路512巷10、1號,25.0675709,121.541982
322,住宅竊盜,1040712,16~18,台北市萬華區國興路61~90號,台北市萬華區國興路61號,25.0274417,121.5052164
323,住宅竊盜,1040713,22~24,台北市中山區雙城街19巷1~30號,台北市中山區雙城街19巷1號,25.065313,121.5245371
324,住宅竊盜,1040713,22~24,台北市中正區東門里杭州南路一段18巷1~30號,台北市中正區東門里杭州南路一段18巷1號,25.0388056,121.5245287
325,住宅竊盜,1040714,07~09,台北市萬華區環河南路二段35巷15弄1~30號,台北市萬華區環河南路二段35巷15弄1號,25.03414,121.4940265
326,住宅竊盜,1040715,10~12,台北市萬華區雙園街60巷31~60號,台北市萬華區雙園街60巷31號,25.0295759,121.4934618
327,住宅竊盜,1040715,13~15,台北市信義區正和里光復南路417巷211~240號,台北市信義區正和里光復南路417巷211號,25.0368328,121.5602068
328,住宅竊盜,1040715,19~21,台北市中山區南京東路二段91~120號,台北市中山區南京東路二段91號,25.0522884,121.5321795
329,住宅竊盜,1040716,07~09,台北市大安區光信里光復南路456巷1~30號,台北市大安區光信里光復南路456巷1號,25.0351265,121.5562459
330,住宅竊盜,1040717,01~03,台北市中山區民生東路一段61~90號,台北市中山區民生東路一段61號,25.0580477,121.5264375
331,住宅竊盜,1040718,01~03,台北市北投區一德里中央北路四段151~180號,台北市北投區一德里中央北路四段151號,25.1331667,121.4756433
332,住宅竊盜,1040718,13~15,台北市松山區光復北路181~210號,台北市松山區光復北路181號,25.0587242,121.5553698
333,住宅竊盜,1040718,16~18,台北市萬華區西園路一段121~150號,台北市萬華區西園路一段121號,25.0379385,121.4998008
334,住宅竊盜,1040718,19~21,台北市北投區林泉里溫泉路121~150號,台北市北投區林泉里溫泉路121號,25.1387807,121.512399
335,住宅竊盜,1040720,16~18,台北市北投區清江里中央南路二段91~120號,台北市北投區清江里中央南路二段91號,25.1224748,121.5002494
336,住宅竊盜,1040720,19~21,台北市士林區百齡里11鄰前港街110巷1~30號,台北市士林區百齡里11鄰前港街110巷1號,25.0847371,121.5186058
337,住宅竊盜,1040720,22~24,台北市萬華區雅江街61~90號,台北市萬華區雅江街61號,25.041994,121.501599
338,住宅竊盜,1040721,10~12,台北市松山區南京東路五段251巷24弄1~30號,台北市松山區南京東路五段251巷24弄1號,25.0523524,121.5650483
339,住宅竊盜,1040721,22~24,台北市信義區三犁里信義路五段121~150號,台北市信義區三犁里信義路五段121號,25.0336571,121.5738977
340,住宅竊盜,1040722,13~15,台北市大同區保安里哈密街59巷31弄31~60號,台北市大同區保安里哈密街59巷31弄31號,25.0741249,121.5149807
341,住宅竊盜,1040722,16~18,台北市萬華區中華路二段504巷1~30號,台北市萬華區中華路二段504巷1號,25.025723,121.507797
342,住宅竊盜,1040723,07~09,台北市松山區南京東路五段23巷7弄1~30號,台北市松山區南京東路五段23巷7弄1號,25.0520049,121.5579155
343,住宅竊盜,1040724,13~15,台北市內湖區成功路四段323巷9弄1~30號,台北市內湖區成功路四段323巷9弄1號,25.0841754,121.5989296
344,住宅竊盜,1040725,10~12,台北市松山區南京東路五段66巷1~30號,台北市松山區南京東路五段66巷1號,25.0504165,121.5606544
345,住宅竊盜,1040725,13~15,台北市信義區中興里嘉興街31~60號,台北市信義區中興里嘉興街31號,25.031744,121.558571
346,住宅竊盜,1040727,07~09,台北市松山區健康路8巷1~30號,台北市松山區健康路8巷1號,25.0523244,121.5528592
347,住宅竊盜,1040727,07~09,台北市松山區寶清街1~30號,台北市松山區寶清街1號,25.0496729,121.5691247
348,住宅竊盜,1040727,19~21,台北市士林區陽明里華岡路31~60號,台北市士林區陽明里華岡路31號,25.1380231,121.5426277
349,住宅竊盜,1040729,10~12,台北市松山區民權東路五段31~60號,台北市松山區民權東路五段31號,25.0635141,121.5664762
350,住宅竊盜,1040730,13~15,台北市大同區華亭街1~30號,台北市大同區華亭街1號,25.053275,121.513251
351,住宅竊盜,1040730,16~18,台北市萬華區大理街170巷1弄1~30號,台北市萬華區大理街170巷1弄1號,25.0335717,121.4936655
352,住宅竊盜,1040731,01~03,台北市松山區南京東路五段251巷24弄1~30號,台北市松山區南京東路五段251巷24弄1號,25.0523524,121.5650483
353,住宅竊盜,1040731,04~06,台北市松山區健康路325巷18弄1~30號,台北市松山區健康路325巷18弄1號,25.0560495,121.5672685
354,住宅竊盜,1040731,07~09,台北市中正區廈安里大埔街21巷1~30號,台北市中正區廈安里大埔街21巷1號,25.0322972,121.5051266
355,住宅竊盜,1040731,10~12,台北市松山區南京東路五段281巷1~30號,台北市松山區南京東路五段281巷1號,25.0518185,121.5573674
356,住宅竊盜,1040731,13~15,台北市松山區南京東路五段251巷24弄1~30號,台北市松山區南京東路五段251巷24弄1號,25.0523524,121.5650483
357,住宅竊盜,1040731,22~24,台北市中山區民權西路61~90號,台北市中山區民權西路61號,25.0630441,121.5201991
358,住宅竊盜,1040801,22~24,台北市中山區林森北路107巷31~60號,台北市中山區林森北路107巷31號,25.0502007,121.526122
359,住宅竊盜,1040803,22~24,台北市文山區木柵里木柵路三段85巷23弄1~30號,台北市文山區木柵里木柵路三段85巷23弄1號,24.989659,121.567744
360,住宅竊盜,1040804,04~06,台北市士林區新安里7鄰仰德大路三段106巷1~30號,台北市士林區新安里7鄰仰德大路三段106巷1號,25.121486,121.54962
361,住宅竊盜,1040805,13~15,台北市松山區南京東路五段123巷1弄1~30號,台北市松山區南京東路五段123巷1弄1號,25.0521844,121.5605231
362,住宅竊盜,1040806,13~15,台北市內湖區內湖路二段103巷119弄1~30號,台北市內湖區內湖路二段103巷119弄1號,25.0843415,121.5810884
363,住宅竊盜,1040806,16~18,台北市北投區開明里復興四路8巷1~30號,台北市北投區開明里復興四路8巷1號,25.141631,121.499795
364,住宅竊盜,1040807,01~03,台北市中山區松江路108巷1~30號,台北市中山區松江路108巷1號,25.0514956,121.5323374
365,住宅竊盜,1040810,13~15,台北市萬華區西園路二段372巷3弄31~60號,台北市萬華區西園路二段372巷3弄31號,25.0259143,121.4915565
366,住宅竊盜,1040810,16~18,台北市內湖區安泰街49巷1~30號,台北市內湖區安泰街49巷1號,25.0740793,121.6176432
367,住宅竊盜,1040810,19~21,台北市中山區林森北路391~420號,台北市中山區林森北路391號,25.0586807,121.5255331
368,住宅竊盜,1040810,19~21,台北市中山區龍江路377巷1~30號,台北市中山區龍江路377巷1號,25.0647962,121.5413052
369,住宅竊盜,1040811,04~06,台北市士林區社新里社子街61~90號,台北市士林區社新里社子街61號,25.0875289,121.5070435
370,住宅竊盜,1040811,10~12,台北市士林區臨溪里9鄰至善路二段342巷1~30號,台北市士林區臨溪里9鄰至善路二段342巷1號,25.1028319,121.554684
371,住宅竊盜,1040812,07~09,台北市大同區建明里華陰街72巷1~30號,台北市大同區建明里華陰街72巷1號,25.050235,121.514727
372,住宅竊盜,1040812,19~21,台北市中山區林森北路107巷61~90號,台北市中山區林森北路107巷61號,25.0499592,121.5271009
373,住宅竊盜,1040813,13~15,台北市信義區黎平里和平東路三段301~330號,台北市信義區黎平里和平東路三段301號,25.0217579,121.555645
374,住宅竊盜,1040813,16~18,台北市北投區湖山里紗帽路1~30號,台北市北投區湖山里紗帽路1號,25.14061,121.536821
375,住宅竊盜,1040814,07~09,台北市大安區錦安里麗水街31~60號,台北市大安區錦安里麗水街31號,25.02825,121.528299
376,住宅竊盜,1040814,10~12,台北市文山區木柵里7鄰木柵路三段85巷8弄1~30號,台北市文山區木柵里7鄰木柵路三段85巷8弄1號,24.9892599,121.56728
377,住宅竊盜,1040815,07~09,台北市大同區迪化街二段151~180號,台北市大同區迪化街二段151號,25.0672563,121.5103599
378,住宅竊盜,1040815,07~09,台北市信義區大道里林口街181~210號,台北市信義區大道里林口街181號,25.0404504,121.5815315
379,住宅竊盜,1040815,10~12,台北市大安區大學里新生南路三段70巷2弄1~30號,台北市大安區大學里新生南路三段70巷2弄1號,25.0196578,121.5333778
380,住宅竊盜,1040815,10~12,台北市大安區古莊里羅斯福路2段91~120號,台北市大安區古莊里羅斯福路2段91 號,25.0252854,121.5240879
381,住宅竊盜,1040815,13~15,台北市大同區建明里華陰街72巷1~30號,台北市大同區建明里華陰街72巷1號,25.050235,121.514727
382,住宅竊盜,1040815,13~15,台北市大安區誠安里忠孝東路三段301~330號,台北市大安區誠安里忠孝東路三段301號,25.0418587,121.5433978
383,住宅竊盜,1040817,01~03,台北市北投區八仙里崇仁路一段159巷1~30號,台北市北投區八仙里崇仁路一段159巷1號,25.123262,121.502665
384,住宅竊盜,1040817,01~03,台北市信義區四維里松山路241~270號,台北市信義區四維里松山路241號,25.0444643,121.5778586
385,住宅竊盜,1040817,16~18,台北市松山區南京東路五段271~300號,台北市松山區南京東路五段271號,25.051595,121.565637
386,住宅竊盜,1040817,19~21,台北市士林區天玉里中山北路七段51巷1~30號,台北市士林區天玉里中山北路七段51巷1號,25.1202401,121.5305795
387,住宅竊盜,1040818,19~21,台北市南港區九如里研究院路三段211~240號,台北市南港區九如里研究院路三段211號,25.0333549,121.611387
388,住宅竊盜,1040820,01~03,台北市信義區景新里莊敬路289巷5弄18號,台北市信義區景新里莊敬路289巷5弄18號,25.0296027,121.5638352
389,住宅竊盜,1040821,22~24,台北市南港區九如里研究院路三段211~240號,台北市南港區九如里研究院路三段211號,25.0333549,121.611387
390,住宅竊盜,1040822,07~09,台北市中山區樂群二路266巷91~120號,台北市中山區樂群二路266巷91號,25.0774197,121.5617804
391,住宅竊盜,1040822,22~24,台北市文山區博嘉里4鄰木柵路四段159巷170弄1~30號,台北市文山區博嘉里4鄰木柵路四段159巷170弄1號,25.003631,121.577827
392,住宅竊盜,1040823,01~03,台北市中正區廈安里中華路二段109巷1~30號,台北市中正區廈安里中華路二段109巷1號,25.0327576,121.5051299
393,住宅竊盜,1040823,19~21,台北市北投區桃源里崗山路11巷1~30號,台北市北投區桃源里崗山路11巷1號,25.1409188,121.4864686
394,住宅竊盜,1040823,19~21,台北市萬華區西園路二段372巷3弄31~60號,台北市萬華區西園路二段372巷3弄31號,25.0259143,121.4915565
395,住宅竊盜,1040824,10~12,台北市信義區六合里信義路五段150巷418弄1~30號,台北市信義區六合里信義路五段150巷418弄1號,25.024564,121.571238
396,住宅竊盜,1040824,19~21,台北市士林區仁勇里小東街31~60號,台北市士林區仁勇里小東街31號,25.0893524,121.5262045
397,住宅竊盜,1040825,10~12,台北市中正區新營里金華街1~30號,台北市中正區新營里金華街1號,25.0313305,121.5208141
398,住宅竊盜,1040825,16~18,台北市大安區通化里10鄰通化街19巷1~30號,台北市大安區通化里10鄰通化街19巷1號,25.0316192,121.5551032
399,住宅竊盜,1040826,19~21,台北市內湖區內湖路一段91巷35弄1~30號,台北市內湖區內湖路一段91巷35弄1號,25.0875567,121.5626671
400,住宅竊盜,1040827,13~15,台北市士林區福志里福林路271~300號,台北市士林區福志里福林路271號,25.0985597,121.5350208
401,住宅竊盜,1040827,16~18,台北市大同區永樂里10鄰民樂街1~30號,台北市大同區永樂里10鄰民樂街1號,25.054353,121.510307
402,住宅竊盜,1040828,07~09,台北市大安區華聲里光復南路72巷23弄1~30號,台北市大安區華聲里光復南路72巷23弄1號,25.044193,121.556944
403,住宅竊盜,1040828,13~15,台北市士林區天壽里4鄰中山北路六段441巷31~60號,台北市士林區天壽里4鄰中山北路六段441巷31號,25.1169722,121.5265309
404,住宅竊盜,1040828,13~15,台北市萬華區青年路1~30號,台北市萬華區青年路1號,25.0261549,121.506193
405,住宅竊盜,1040828,22~24,台北市中山區中山北路二段115巷1~30號,台北市中山區中山北路二段115巷1號,25.0610401,121.5234721
406,住宅竊盜,1040829,01~03,台北市文山區樟樹里13鄰興隆路四段74巷1~30號,台北市文山區樟樹里13鄰興隆路四段74巷1號,24.9837963,121.5606647
407,住宅竊盜,1040829,07~09,台北市中正區廈安里中華路二段175巷31~60號,台北市中正區廈安里中華路二段175巷31號,25.0307889,121.5050726
408,住宅竊盜,1040829,13~15,台北市北投區八仙里中央南路二段1~30號,台北市北投區八仙里中央南路二段1號,25.1260487,121.5005871
409,住宅竊盜,1040830,07~09,台北市文山區明義里9鄰興隆路四段44巷1~30號,台北市文山區明義里9鄰興隆路四段44巷1號,24.9879929,121.559912
410,住宅竊盜,1040831,04~06,台北市士林區葫蘆里延平北路五段231巷31~60號,台北市士林區葫蘆里延平北路五段231巷31號,25.0842116,121.5087396
411,住宅竊盜,1040831,10~12,台北市中正區幸市里仁愛路二段61~90號,台北市中正區幸市里仁愛路二段61號,25.0384752,121.5301336
412,住宅竊盜,1040831,10~12,台北市信義區四育里虎林街30巷1~30號,台北市信義區四育里虎林街30巷1號,25.047818,121.576067
413,住宅竊盜,1040831,13~15,台北市萬華區西昌街181~210號,台北市萬華區西昌街181號,25.0386763,121.50074
414,住宅竊盜,1040831,16~18,台北市北投區石牌里致遠一路一段46巷1~30號,台北市北投區石牌里致遠一路一段46巷1號,25.1088129,121.5164608
415,住宅竊盜,1040901,22~24,台北市大安區通化里通化街39巷1~30號,台北市大安區通化里通化街39巷1號,25.0309957,121.5543246
416,住宅竊盜,1040903,10~12,台北市松山區民生東路5段138巷1~30號,台北市松山區民生東路5段138巷1 號,25.0585503,121.5616507
417,住宅竊盜,1040903,13~15,台北市北投區雙全街62巷1~30號,台北市北投區雙全街62巷1號,25.1391016,121.5014648
418,住宅竊盜,1040905,19~21,台北市中山區民族東路391~420號,台北市中山區民族東路391號,25.0681158,121.5380872
419,住宅竊盜,1040905,19~21,台北市松山區饒河街121~150號,台北市松山區饒河街121號,25.0504228,121.5743818
420,住宅竊盜,1040905,19~21,台北市萬華區廣州街186巷1~30號,台北市萬華區廣州街186巷1號,25.03641,121.498574
421,住宅竊盜,1040906,01~03,台北市士林區忠誠里忠誠路一段91~120號,台北市士林區忠誠里忠誠路一段91號,25.104641,121.528222
422,住宅竊盜,1040906,13~15,台北市內湖區民權東路六段413巷1~30號,台北市內湖區民權東路六段413巷1號,25.0723967,121.6053015
423,住宅竊盜,1040907,13~15,台北市松山區敦化南路一段1~30號,台北市松山區敦化南路一段1號,25.047677,121.549351
424,住宅竊盜,1040908,10~12,台北市大安區虎嘯里4鄰敦化南路二段181~210號,台北市大安區虎嘯里4鄰敦化南路二段181號,25.0268742,121.5489874
425,住宅竊盜,1040908,10~12,台北市中正區文盛里汀州路三段151~180號,台北市中正區文盛里汀州路三段151號,25.015872,121.53136
426,住宅竊盜,1040908,22~24,台北市中山區林森北路133巷31~60號,台北市中山區林森北路133巷31號,25.0509264,121.5263424
427,住宅竊盜,1040908,22~24,台北市中山區敬業1路181~210號,台北市中山區敬業1路181號,25.0840761,121.553654
428,住宅竊盜,1040909,13~15,台北市中山區北安路608巷5弄1~30號,台北市中山區北安路608巷5弄1號,25.082115,121.5493755
429,住宅竊盜,1040910,10~12,台北市士林區福順里重慶北路四段31~60號,台北市士林區福順里重慶北路四段31號,25.0805979,121.512949
430,住宅竊盜,1040910,19~21,台北市松山區八德路四段691~720號,台北市松山區八德路四段691號,25.0500138,121.5771694
431,住宅竊盜,1040911,07~09,台北市萬華區環河南路三段151~180號,台北市萬華區環河南路三段151號,25.0231509,121.491606
432,住宅竊盜,1040911,10~12,台北市松山區八德路二段391~420號,台北市松山區八德路二段391號,25.0484244,121.5464261
433,住宅竊盜,1040912,07~09,台北市文山區順興里18鄰恆光街17巷1~30號,台北市文山區順興里18鄰恆光街17巷1號,24.9838295,121.5666839
434,住宅竊盜,1040913,04~06,台北市信義區永春里永吉路481~510號,台北市信義區永春里永吉路481號,25.0455889,121.579107
435,住宅竊盜,1040913,10~12,台北市大同區老師里延平北路四段153巷1~30號,台北市大同區老師里延平北路四段153巷1號,25.0726883,121.5113498
436,住宅竊盜,1040913,19~21,台北市北投區大同里中央北路一段151~180號,台北市北投區大同里中央北路一段151號,25.135359,121.498516
437,住宅竊盜,1040914,04~06,台北市中正區文盛里羅斯福路三段244巷10弄1~30號,台北市中正區文盛里羅斯福路三段244巷10弄1號,25.0166969,121.530949
438,住宅竊盜,1040914,10~12,台北市中山區合江街31~60號,台北市中山區合江街31號,25.055409,121.539191
439,住宅竊盜,1040914,19~21,台北市中山區民生東路一段31~60號,台北市中山區民生東路一段31號,25.0582147,121.5252053
440,住宅竊盜,1040915,10~12,台北市北投區林泉里泉源路21巷1~30號,台北市北投區林泉里泉源路21巷1號,25.14166,121.513663
441,住宅竊盜,1040915,16~18,台北市萬華區東園街66巷37弄1~30號,台北市萬華區東園街66巷37弄1號,25.02553,121.495519
442,住宅竊盜,1040915,19~21,台北市中山區中山北路二段115巷3弄1~30號,台北市中山區中山北路二段115巷3弄1號,25.0613832,121.5236682
443,住宅竊盜,1040917,01~03,台北市信義區六合里信義路五段150巷臨31~60號,台北市信義區六合里信義路五段150巷臨31號,25.025728,121.572557
444,住宅竊盜,1040917,19~21,台北市大安區全安里8鄰安和路二段227巷1~30號,台北市大安區全安里8鄰安和路二段227巷1號,25.0254236,121.5506092
445,住宅竊盜,1040918,04~06,台北市萬華區大埔街7巷1~30號,台北市萬華區大埔街7巷1號,25.0331299,121.5043238
446,住宅竊盜,1040919,01~03,台北市中山區中山北路一段121巷1~30號,台北市中山區中山北路一段121巷1號,25.051326,121.522739
447,住宅竊盜,1040919,16~18,台北市大同區鄭州路121~150號,台北市大同區鄭州路121號,25.050352,121.510919
448,住宅竊盜,1040919,22~24,台北市大同區玉泉里貴德街1~30號,台北市大同區玉泉里貴德街1號,25.052409,121.508102
449,住宅竊盜,1040920,01~03,台北市北投區吉利里致遠二路95巷31~60號,台北市北投區吉利里致遠二路95巷31號,25.1167881,121.5106738
450,住宅竊盜,1040920,10~12,台北市南港區九如里研究院路二段182巷61~90號,台北市南港區九如里研究院路二段182巷61號,25.0369143,121.614767
451,住宅竊盜,1040920,19~21,台北市中山區民權東路二段91~120號,台北市中山區民權東路二段91號,25.0627026,121.532346
452,住宅竊盜,1040921,01~03,台北市中正區南福里羅斯福路二段61~90號,台北市中正區南福里羅斯福路二段61號,25.0285474,121.5212586
453,住宅竊盜,1040921,04~06,台北市信義區六合里信義路五段150巷401弄1~30號,台北市信義區六合里信義路五段150巷401弄1號,25.024796,121.570777
454,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號,台北市士林區德華里文林路740巷9弄1號,25.103415,121.5206346
455,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號,台北市士林區德華里文林路740巷9弄1號,25.103415,121.5206346
456,住宅竊盜,1040922,10~12,台北市北投區中庸里雙全街62巷1~30號,台北市北投區中庸里雙全街62巷1 號,25.1376,121.5006776
457,住宅竊盜,1040924,10~12,台北市北投區湖山里湖山路二段1~30號,台北市北投區湖山里湖山路二段1號,25.155343,121.541009
458,住宅竊盜,1040924,19~21,台北市中正區永昌里中華路二段391~420號3樓,台北市中正區永昌里中華路二段391號,25.0262178,121.5079685
459,住宅竊盜,1040925,22~24,台北市中正區螢雪里泉州街121~150號,台北市中正區螢雪里泉州街121號,25.0256339,121.513494
460,住宅竊盜,1040926,10~12,台北市大安區光武里22鄰復興南路一段107巷5弄1~30號,台北市大安區光武里22鄰復興南路一段107巷5弄1號,25.0437322,121.5444485
461,住宅竊盜,1040926,10~12,台北市北投區立賢里承德路七段211~240號,台北市北投區立賢里承德路七段211號,25.1146125,121.5067432
462,住宅竊盜,1040927,19~21,台北市中山區錦州街91~120號,台北市中山區錦州街91號,25.0604327,121.5280416
463,住宅竊盜,1040928,10~12,台北市萬華區長泰街59巷1~30號,台北市萬華區長泰街59巷1號,25.022929,121.5003088
464,住宅竊盜,1040929,04~06,台北市松山區三民路151~180號,台北市松山區三民路151號,25.0612289,121.563017
465,住宅竊盜,1040930,10~12,台北市大安區虎嘯里敦化南路二段200巷14弄1~30號,台北市大安區虎嘯里敦化南路二段200巷14弄1號,25.0219613,121.5474988
466,住宅竊盜,1040930,10~12,台北市內湖區瑞光路258巷31~60號,台北市內湖區瑞光路258巷31號,25.0751589,121.5750354
467,住宅竊盜,1040930,10~12,台北市南港區鴻福里玉成街235巷1~30號,台北市南港區鴻福里玉成街235巷1號,25.043234,121.5853996
468,住宅竊盜,1040930,22~24,台北市中山區天祥路47巷1~30號,台北市中山區天祥路47巷1號,25.0622106,121.5211503
469,住宅竊盜,1041001,22~24,台北市士林區三玉里7鄰德行東路219巷1~30號,台北市士林區三玉里7鄰德行東路219巷1號,25.109501,121.5325763
470,住宅竊盜,1041002,07~09,台北市中山區民生西路45巷5弄1~30號,台北市中山區民生西路45巷5弄1號,25.0584226,121.5209369
471,住宅竊盜,1041002,16~18,台北市萬華區大理街160巷22弄1~30號,台北市萬華區大理街160巷22弄1號,25.0327284,121.4939929
472,住宅竊盜,1041002,19~21,台北市萬華區西園路二段261巷34弄31~60號,台北市萬華區西園路二段261巷34弄31號,25.023777,121.493007
473,住宅竊盜,1041003,07~09,台北市內湖區內湖路二段91~120號,台北市內湖區內湖路二段91號,25.0797872,121.5826784
474,住宅竊盜,1041003,07~09,台北市萬華區西寧南路121~150號,台北市萬華區西寧南路121號,25.044641,121.506596
475,住宅竊盜,1041003,10~12,台北市萬華區環河南路2段130巷,台北市萬華區環河南路2段130巷,25.0368026,121.4942158
476,住宅竊盜,1041003,22~24,台北市中山區中山北路二段121~150號,台北市中山區中山北路二段121號,25.0612094,121.5231156
477,住宅竊盜,1041005,07~09,台北市松山區八德路四段245巷32弄31~60號,台北市松山區八德路四段245巷32弄31號,25.0498043,121.5636801
478,住宅竊盜,1041005,07~09,台北市松山區民生東路五段137巷4弄1~30號,台北市松山區民生東路五段137巷4弄1號,25.0598436,121.5616279
479,住宅竊盜,1041005,22~24,台北市信義區黎平里富陽街87巷1~30號,台北市信義區黎平里富陽街87巷1號,25.0214541,121.5568397
480,住宅竊盜,1041006,01~03,台北市大同區老師里重慶北路三段334巷15弄1~30號,台北市大同區老師里重慶北路三段334巷15弄1號,25.076001,121.5128397
481,住宅竊盜,1041006,10~12,台北市萬華區西園路二段320巷36弄1~30號,台北市萬華區西園路二段320巷36弄1號,25.0263725,121.4922894
482,住宅竊盜,1041007,01~03,台北市中山區龍江路370巷31~60號,台北市中山區龍江路370巷31號,25.0665249,121.539285
483,住宅竊盜,1041007,13~15,台北市文山區景行里景興路241~270號,台北市文山區景行里景興路241號,24.990783,121.543507
484,住宅竊盜,1041007,13~15,台北市北投區清江里大興街24巷2弄1~30號,台北市北投區清江里大興街24巷2弄1號,25.1295689,121.4985664
485,住宅竊盜,1041007,13~15,台北市信義區惠安里吳興街506巷1~30號,台北市信義區惠安里吳興街506巷1號,25.0226787,121.569128
486,住宅竊盜,1041009,19~21,台北市萬華區成都路91~120號,台北市萬華區成都路91號,25.043183,121.504661
487,住宅竊盜,1041011,16~18,台北市信義區雅祥里松信路31~60號,台北市信義區雅祥里松信路31號,25.0482662,121.5721907
488,住宅竊盜,1041011,22~24,台北市內湖區內湖路一段91巷151~180號,台北市內湖區內湖路一段91巷151號,25.0917541,121.5627915
489,住宅竊盜,1041011,22~24,台北市中正區林興里水源路1~30號,台北市中正區林興里水源路1 號,25.0130133,121.5276299
490,住宅竊盜,1041013,07~09,台北市文山區樟腳里9鄰恆光街30巷1~30號,台北市文山區樟腳里9鄰恆光街30巷1號,24.9819489,121.566805
491,住宅竊盜,1041013,07~09,台北市松山區撫遠街403巷1~30號,台北市松山區撫遠街403巷1號,25.0663241,121.5664442
492,住宅竊盜,1041013,13~15,台北市信義區五全里永吉路200巷41弄1~30號,台北市信義區五全里永吉路200巷41弄1號,25.044321,121.572829
493,住宅竊盜,1041016,10~12,台北市士林區天玉里天母西路31~60號,台北市士林區天玉里天母西路31號,25.1185796,121.5277566
494,住宅竊盜,1041018,04~06,台北市中正區忠勤里汀州路一段92巷1~30號,台北市中正區忠勤里汀州路一段92巷1號,25.0301894,121.5072625
495,住宅竊盜,1041018,07~09,台北市萬華區富福里大理街1~30號,台北市萬華區富福里大理街1號,25.0345878,121.5032515
496,住宅竊盜,1041019,01~03,台北市萬華區昆明路121~150號,台北市萬華區昆明路121號,25.041789,121.504718
497,住宅竊盜,1041019,13~15,台北市中正區河堤里汀州路二段151~180號,台北市中正區河堤里汀州路二段151號,25.0246203,121.5209724
498,住宅竊盜,1041020,01~03,台北市大同區南芳里安西街91巷1~30號,台北市大同區南芳里安西街91巷1號,25.0625267,121.5100424
499,住宅竊盜,1041020,07~09,台北市大同區延平里安西街91巷1~30號,台北市大同區延平里安西街91巷1號,25.0625267,121.5100424
500,住宅竊盜,1041020,07~09,台北市萬華區中華路二段416巷61~90號,台北市萬華區中華路二段416巷61號,25.0275063,121.5030806
501,住宅竊盜,1041020,13~15,台北市大安區復興南路126巷1~30號,台北市大安區復興南路126巷1號,25.0285548,121.5437797
502,住宅竊盜,1041021,07~09,台北市信義區三犁里03鄰松仁路253巷01弄1~30號,台北市信義區三犁里03鄰松仁路253巷01弄1號,25.0260049,121.5690027
503,住宅竊盜,1041021,19~21,台北市士林區福中里福港街121~150號,台北市士林區福中里福港街121號,25.088211,121.518148
504,住宅竊盜,1041021,22~24,台北市中正區水源里羅斯福路四段40巷1~30號,台北市中正區水源里羅斯福路四段40巷1號,25.015089,121.5332497
505,住宅竊盜,1041023,07~09,台北市松山區南京東路五段291巷5弄1~30號,台北市松山區南京東路五段291巷5弄1號,25.0520894,121.5664601
506,住宅竊盜,1041023,13~15,台北市北投區振華里懷德街98巷1~30號,台北市北投區振華里懷德街98巷1號,25.1148421,121.5202286
507,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61~90號,台北市中正區螢雪里詔安街61 號,25.0258372,121.511214
